num	weight	title
126	0.003	>Q9EZ02.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
127	0.003	>Q9NGP6.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
128	0.002	>O51669.2 RecName: Full=ATP-dependent 6-phosphofructokinase; Short=ATP-PFK; Short=Phosphofructokinase; AltName: Full=Phosphohexokinase [Borreliella burgdorferi B31]
129	0.003	>P29495.2 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
130	0.003	>Q3KSV5.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
131	0.002	>Q609I3.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
132	0.004	>O83553.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
133	0.004	>P70826.2 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
134	0.002	>B0RP51.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
135	0.004	>C4LZC2.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
136	0.021	>B5Z7X4.1 RecName: Full=Glycine--tRNA ligase beta subunit; AltName: Full=Glycyl-tRNA synthetase beta subunit; Short=GlyRS [Helicobacter pylori G27]
137	0.004	>D4GSE6.1 RecName: Full=2-dehydro-3-deoxygluconokinase/2-dehydro-3-deoxygalactonokinase; Short=2-dehydro-3-deoxyglucono/galactono-kinase; AltName: Full=2-keto-3-deoxygluconate/2-keto-3-deoxygalactonate kinase; AltName: Full=KDG kinase; AltName: Full=KDGK-
138	0.004	>E2RU81.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
139	0.003	>Q9FAF8.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
140	0.003	>A9H3K5.1 RecName: Full=50S ribosomal protein L15 [Gluconacetobacter diazotrophicus PA1 5]
141	0.006	>Q9CXD6.1 RecName: Full=Mitochondrial calcium uniporter regulator 1; Short=MCU regulator 1; AltName: Full=Coiled-coil domain-containing protein 90A, mitochondrial [Mus musculus]
142	0.151	>A0A0C6E0I7.1 RecName: Full=Highly reducing polyketide synthase bet1; Short=HS-PKS bet1; AltName: Full=Betaenone biosynthesis cluster protein 1 [Neocamarosporium betae]
143	0.002	>E1VB09.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-dependent phosphofructokinase; Short=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phospho
144	0.005	>O28426.1 RecName: Full=Uncharacterized protein AF_1852; Flags: Precursor [Archaeoglobus fulgidus DSM 4304]
145	0.014	>A7I206.1 RecName: Full=Alanine--tRNA ligase; AltName: Full=Alanyl-tRNA synthetase; Short=AlaRS [Campylobacter hominis ATCC BAA-381]
146	0.004	>F4JGR5.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 2; Short=PFP 2; AltName: Full=6-phosphofructokinase, pyrophosphate dependent 2; AltName: Full=PPi-PFK 2; AltName: Full=Protein MATERNAL EFFECT EMBRYO ARREST 51; 
147	0.004	>P21343.3 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta; Short=PFP; AltName: Full=6-phosphofructokinase, pyrophosphate dependent; AltName: Full=PPi-PFK; AltName: Full=Pyrophosphate-dependent 6-phosphofructose-1-kinase
148	0.005	>Q9C9K3.1 RecName: Full=Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 2; Short=PFP 2; AltName: Full=6-phosphofructokinase, pyrophosphate dependent 2; AltName: Full=PPi-PFK 2; AltName: Full=Pyrophosphate-dependent 6-phosphofructose
149	0.002	>Q8H215.1 RecName: Full=ATP-dependent 6-phosphofructokinase; Short=ATP-PFK; Short=Phosphofructokinase; AltName: Full=Phosphohexokinase [Triticum aestivum]
150	0.003	>P52235.2 RecName: Full=Thiol:disulfide interchange protein DsbA; Flags: Precursor [Shigella flexneri]
151	0.005	>Q4A9F3.1 RecName: Full=Glucose-6-phosphate isomerase; Short=GPI; AltName: Full=Phosphoglucose isomerase; Short=PGI; AltName: Full=Phosphohexose isomerase; Short=PHI [Mycoplasma hyopneumoniae J]
152	0.003	>C4ZCY4.1 RecName: Full=NAD kinase; AltName: Full=ATP-dependent NAD kinase [[Eubacterium] rectale ATCC 33656]
153	0.003	>Q8VVL0.1 RecName: Full=Thymidine kinase [Mycoplasma mycoides subsp. mycoides SC str. PG1]
154	0.007	>O14159.1 RecName: Full=Sphingoid long chain base kinase 4; Short=LCB kinase 4; AltName: Full=Sphinganine kinase 4 [Schizosaccharomyces pombe 972h-]
155	0.008	>Q8XSW8.1 RecName: Full=Flagellar P-ring protein; AltName: Full=Basal body P-ring protein; Flags: Precursor [Ralstonia solanacearum GMI1000]
156	0.073	>A2A5R2.1 RecName: Full=Brefeldin A-inhibited guanine nucleotide-exchange protein 2; Short=Brefeldin A-inhibited GEP 2; AltName: Full=ADP-ribosylation factor guanine nucleotide-exchange factor 2 [Mus musculus]
157	0.012	>Q9LRP6.1 RecName: Full=Pentatricopeptide repeat-containing protein At3g15590, mitochondrial; Flags: Precursor [Arabidopsis thaliana]
158	0.013	>A7ZE62.1 RecName: Full=Alanine--tRNA ligase; AltName: Full=Alanyl-tRNA synthetase; Short=AlaRS [Campylobacter concisus 13826]
159	0.005	>Q98R79.1 RecName: Full=Glucose-6-phosphate isomerase; Short=GPI; AltName: Full=Phosphoglucose isomerase; Short=PGI; AltName: Full=Phosphohexose isomerase; Short=PHI [Mycoplasma pulmonis UAB CTIP]
160	0.004	>Q8BK84.1 RecName: Full=Dual specificity phosphatase 29; AltName: Full=Dual specificity phosphatase DUPD1 [Mus musculus]
161	0.005	>Q3JCP8.1 RecName: Full=Pantothenate synthetase; Short=PS; AltName: Full=Pantoate--beta-alanine ligase; AltName: Full=Pantoate-activating enzyme [Nitrosococcus oceani ATCC 19707]
162	0.012	>O31903.1 RecName: Full=Putative SPbeta prophage-derived single-strand DNA-specific exonuclease YorK [Bacillus subtilis subsp. subtilis str. 168] >O64145.1 RecName: Full=Putative single-strand DNA-specific exonuclease yorK [Bacillus virus SPbeta]
163	0.004	>A0LXL4.1 RecName: Full=tRNA (guanine-N(7)-)-methyltransferase; AltName: Full=tRNA (guanine(46)-N(7))-methyltransferase; AltName: Full=tRNA(m7G46)-methyltransferase [Gramella forsetii KT0803]
164	0.022	>Q5FTX8.1 RecName: Full=DNA-directed RNA polymerase subunit beta'; Short=RNAP subunit beta'; AltName: Full=RNA polymerase subunit beta'; AltName: Full=Transcriptase subunit beta' [Gluconobacter oxydans 621H]
165	0.003	>Q57636.1 RecName: Full=Protein-L-isoaspartate O-methyltransferase; AltName: Full=L-isoaspartyl protein carboxyl methyltransferase; AltName: Full=Protein L-isoaspartyl methyltransferase; AltName: Full=Protein-beta-aspartate methyltransferase; Short=PIMT [
166	0.030	>P28742.1 RecName: Full=Kinesin-like protein KIP1; AltName: Full=Chromosome instability protein 9 [Saccharomyces cerevisiae S288C]
167	0.003	>O67055.1 RecName: Full=NAD kinase; AltName: Full=ATP-dependent NAD kinase [Aquifex aeolicus VF5]
168	0.003	>A4XKP6.1 RecName: Full=NAD kinase; AltName: Full=ATP-dependent NAD kinase [Caldicellulosiruptor saccharolyticus DSM 8903]
169	0.006	>Q16CZ5.1 RecName: Full=tRNA modification GTPase MnmE [Roseobacter denitrificans OCh 114]
170	0.003	>A4Y6R2.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Shewanella putre
171	0.004	>O29527.2 RecName: Full=Putative ABC transporter ATP-binding protein AF_0731 [Archaeoglobus fulgidus DSM 4304]
172	0.002	>B1Y5I3.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Leptothrix cholo
173	0.024	>B1ZPB7.1 RecName: Full=DNA-directed RNA polymerase subunit beta'; Short=RNAP subunit beta'; AltName: Full=RNA polymerase subunit beta'; AltName: Full=Transcriptase subunit beta' [Opitutus terrae PB90-1]
174	0.003	>C6DF46.1 RecName: Full=Leucyl/phenylalanyl-tRNA--protein transferase; AltName: Full=L/F-transferase; AltName: Full=Leucyltransferase; AltName: Full=Phenyalanyltransferase [Pectobacterium carotovorum subsp. carotovorum PC1]
175	0.005	>P13376.1 RecName: Full=Glucose-6-phosphate isomerase B; Short=GPI B; AltName: Full=Phosphoglucose isomerase B; Short=PGI-B; AltName: Full=Phosphohexose isomerase B; Short=PHI-B [Geobacillus stearothermophilus]
176	0.003	>O30199.1 RecName: Full=Protein-L-isoaspartate O-methyltransferase 1; AltName: Full=L-isoaspartyl protein carboxyl methyltransferase 1; AltName: Full=Protein L-isoaspartyl methyltransferase 1; AltName: Full=Protein-beta-aspartate methyltransferase 1; Shor
177	0.002	>Q5YNS3.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Nocardia farcini
178	0.003	>Q12NC2.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Shewanella denit
179	0.003	>A3QER4.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Shewanella loihi
180	0.003	>Q8EED7.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Shewanella oneid
181	0.002	>Q12HI8.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Polaromonas sp. 
182	0.002	>B0RP37.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Xanthomonas camp
183	0.002	>Q2Y6P4.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Nitrosospira mul
184	0.002	>Q603T9.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Methylococcus ca
185	0.002	>Q48A96.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Colwellia psychr
186	0.002	>Q2SQL8.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Hahella chejuens
187	0.002	>A5CX15.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Candidatus Vesic
188	0.002	>Q1LU45.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Baumannia cicade
189	0.002	>Q31JC9.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Hydrogenovibrio 
190	0.002	>Q66FP5.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Yersinia pseudot
191	0.002	>Q9KBJ4.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Bacillus halodur
192	0.002	>Q7MT71.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Porphyromonas gi
193	0.002	>B5EQ61.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Acidithiobacillu
194	0.002	>Q98AZ3.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Mesorhizobium ja
195	0.002	>Q2WAV0.2 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Magnetospirillum
196	0.002	>C5BTK7.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Teredinibacter t
197	0.002	>P61424.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Corynebacterium 
198	0.002	>B7VMV7.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Vibrio atlanticu
199	0.002	>Q3J7C1.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Nitrosococcus oc
200	0.002	>Q3IFN9.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Pseudoalteromona
201	0.003	>Q4FVJ8.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Psychrobacter ar
202	0.002	>Q87CY6.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Xylella fastidio
203	0.002	>B3EPH6.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Chlorobium phaeo
204	0.002	>Q5NR58.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Zymomonas mobili
205	0.002	>Q1GQJ3.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Sphingopyxis ala
206	0.002	>B4S2W4.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Alteromonas medi
207	0.003	>Q4JVZ0.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Corynebacterium 
208	0.002	>A7HV30.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Parvibaculum lav
209	0.002	>B8GX84.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Caulobacter vibr
210	0.002	>Q6FFB6.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Acinetobacter ba
211	0.002	>C5D571.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Geobacillus sp. 
212	0.002	>Q1IX15.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Deinococcus geot
213	0.002	>A1KWC0.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Neisseria mening
214	0.002	>Q04VF1.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Leptospira borgp
215	0.003	>P61427.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Rhodopseudomonas
216	0.002	>A1US11.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Bartonella bacil
217	0.002	>Q8Y368.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Ralstonia solana
218	0.003	>Q3SFG3.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Thiobacillus den
219	0.002	>Q3SPS0.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Nitrobacter wino
220	0.002	>Q9X9U0.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Streptomyces coe
221	0.004	>O82392.1 RecName: Full=Phosphomethylpyrimidine synthase, chloroplastic; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Protein PYRIMIDINE REQUIRING; AltName
222	0.003	>Q3YSI0.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Ehrlichia canis 
223	0.003	>Q8D247.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Wigglesworthia g
224	0.002	>B8ZU90.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Mycobacterium le
225	0.002	>Q5QUD0.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Idiomarina loihi
226	0.019	>Q8G7X1.1 RecName: Full=Thiamine biosynthesis bifunctional protein ThiEC; Includes: RecName: Full=Thiamine-phosphate synthase; Short=TMP-PPase; Short=TP synthase; Short=TPS; AltName: Full=Thiamine-phosphate pyrophosphorylase; Short=TMP pyrophosphorylase; 
227	0.002	>Q2RST7.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Rhodospirillum r
228	0.005	>Q216H0.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Rhodopseudomonas
229	0.003	>Q2JG22.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Frankia casuarin
230	0.019	>A9H3S0.1 RecName: Full=DNA-directed RNA polymerase subunit beta'; Short=RNAP subunit beta'; AltName: Full=RNA polymerase subunit beta'; AltName: Full=Transcriptase subunit beta' [Gluconacetobacter diazotrophicus PA1 5]
231	0.003	>Q8KCH9.1 RecName: Full=Phosphomethylpyrimidine synthase; AltName: Full=Hydroxymethylpyrimidine phosphate synthase; Short=HMP-P synthase; Short=HMP-phosphate synthase; Short=HMPP synthase; AltName: Full=Thiamine biosynthesis protein ThiC [Chlorobaculum te
